date,usinr,gdp,inflation,interest,leap,election,dow_jones,gold,oil,points
1998-07-24,42.5,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3171.3
1998-07-27,42.55,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3085.17
1998-07-28,42.5,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3166.84
1998-07-29,42.475,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3219.93
1998-07-30,42.5,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3212.1
1998-07-31,42.55,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3211.31
1998-08-03,42.545,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3112.95
1998-08-04,42.52,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3119.54
1998-08-05,42.5,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3133.42
1998-08-06,42.51,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3096.33
1998-08-07,42.6,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3062.25
1998-08-10,42.65,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3020.71
1998-08-11,42.875,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2970.64
1998-08-12,42.95,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2950.8
1998-08-13,43.05,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2990.22
1998-08-14,43.0,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2968.75
1998-08-17,43.25,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2917.07
1998-08-18,43.3,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2867.99
1998-08-19,43.425,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2884.59
1998-08-20,42.7,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2989.6
1998-08-21,42.6,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2922.61
1998-08-24,42.5,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2950.44
1998-08-25,42.5,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2993.36
1998-08-27,42.5,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2974.83
1998-08-28,42.575,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2908.1
1998-08-31,42.525,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2933.85
1998-09-01,42.525,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2862.55
1998-09-02,42.5,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2886.91
1998-09-03,42.525,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2918.89
1998-09-04,42.5,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2975.1
1998-09-07,42.56,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3051.93
1998-09-08,42.55,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3096.1
1998-09-09,42.5,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3097.12
1998-09-10,42.47,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3108.67
1998-09-11,42.5,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3083.56
1998-09-14,42.5,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3167.22
1998-09-15,42.5,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3162.18
1998-09-16,42.475,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3138.66
1998-09-17,42.475,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3121.3
1998-09-18,42.5,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3090.72
1998-09-21,42.495,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3080.91
1998-09-22,42.5,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3095.25
1998-09-23,42.5,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3135.42
1998-09-24,42.5,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3225.3
1998-09-25,42.5,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3223.57
1998-09-28,42.51,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3206.92
1998-09-29,42.425,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3146.83
1998-09-30,42.43,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3102.29
1998-10-05,42.4,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2878.07
1998-10-06,42.375,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2919.74
1998-10-07,42.3,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3008.63
1998-10-08,42.35,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2896.14
1998-10-09,42.3,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2916.66
1998-10-12,42.32,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2872.48
1998-10-13,42.35,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2811.31
1998-10-14,42.3,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2890.72
1998-10-15,42.3,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2857.27
1998-10-16,42.3,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2848.11
1998-10-19,42.25,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2853.27
1998-10-20,42.29,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2764.16
1998-10-23,42.3,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2784.46
1998-10-26,42.325,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2889.71
1998-10-27,42.255,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2895.84
1998-10-28,42.275,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2833.04
1998-10-29,42.375,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2845.16
1998-10-30,42.375,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2812.49
1998-11-02,42.3,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2811.44
1998-11-03,42.3,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2812.06
1998-11-05,42.34,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2842.51
1998-11-06,42.3,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2884.37
1998-11-09,42.285,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2983.67
1998-11-10,42.295,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3004.67
1998-11-11,42.275,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2976.17
1998-11-12,42.32,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3009.57
1998-11-13,42.355,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2976.12
1998-11-16,42.36,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2945.4
1998-11-17,42.45,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2968.6
1998-11-18,42.425,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3003.25
1998-11-19,42.45,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2964.87
1998-11-20,42.4,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2941.39
1998-11-23,42.425,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2919.57
1998-11-24,42.43,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2903.56
1998-11-25,42.425,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2881.69
1998-11-26,42.54,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2825.08
1998-11-27,42.55,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2783.1
1998-11-30,42.56,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2810.66
1998-12-01,42.57,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2804.03
1998-12-02,42.575,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2816.59
1998-12-03,42.55,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2804.46
1998-12-04,42.54,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2849.82
1998-12-07,42.6,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2921.8
1998-12-08,42.57,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2945.64
1998-12-09,42.55,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2950.21
1998-12-10,42.525,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2979.6
1998-12-11,42.56,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3002.54
1998-12-14,42.55,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2990.44
1998-12-15,42.55,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2927.48
1998-12-16,42.53,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2936.92
1998-12-17,42.55,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2864.44
1998-12-18,42.55,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2875.09
1998-12-21,42.525,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2973.37
1998-12-22,42.53,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2976.58
1998-12-23,42.525,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2962.5
1998-12-24,42.55,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,2963.45
1998-12-28,42.53,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3054.73
1998-12-29,42.52,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3046.29
1998-12-30,42.53,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3110.33
1998-12-31,42.47,6.184415822,13.23083898,5.121276329,0,0,8630.76,4045.0,14.42,3055.41
1999-01-04,42.54,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3122.04
1999-01-05,42.525,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3149.06
1999-01-06,42.5,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3205.68
1999-01-07,42.475,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3299.09
1999-01-08,42.5,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3397.84
1999-01-11,42.5,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3433.21
1999-01-12,42.475,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3353.22
1999-01-13,42.48,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3310.46
1999-01-14,42.49,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3292.28
1999-01-15,42.45,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3207.85
1999-01-18,42.5,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3278.58
1999-01-19,42.475,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3218.91
1999-01-21,42.49,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3329.93
1999-01-22,42.5,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3297.86
1999-01-25,42.45,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3309.15
1999-01-27,42.47,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3353.98
1999-01-28,42.5,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3292.95
1999-01-29,42.49,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3315.57
1999-02-01,42.5,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3265.91
1999-02-02,42.49,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3236.76
1999-02-03,42.45,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3277.57
1999-02-04,42.47,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3236.42
1999-02-05,42.45,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3215.35
1999-02-08,42.45,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3183.64
1999-02-09,42.45,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3207.71
1999-02-10,42.425,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3307.49
1999-02-11,42.46,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3313.4
1999-02-12,42.5,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3337.49
1999-02-15,42.45,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3315.08
1999-02-16,42.46,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3344.68
1999-02-17,42.45,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3336.42
1999-02-18,42.46,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3351.05
1999-02-19,42.42,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3354.92
1999-02-22,42.375,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3303.89
1999-02-23,42.4,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3283.97
1999-02-24,42.55,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3287.53
1999-02-25,42.55,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3281.29
1999-02-26,42.68,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3233.86
1999-03-01,42.5,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3523.98
1999-03-03,42.515,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3640.42
1999-03-04,42.5,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3601.96
1999-03-05,42.515,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3649.06
1999-03-08,42.5,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3732.1
1999-03-09,42.47,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3778.44
1999-03-10,42.395,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3743.37
1999-03-11,42.43,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3673.51
1999-03-12,42.45,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3702.81
1999-03-15,42.435,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3783.71
1999-03-16,42.425,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3744.18
1999-03-17,42.43,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3672.71
1999-03-19,42.4,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3672.63
1999-03-22,42.345,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3713.18
1999-03-23,42.4,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3757.5
1999-03-24,42.425,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3682.69
1999-03-26,42.4,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3597.58
1999-03-30,42.425,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3683.49
1999-03-31,42.405,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3739.96
1999-04-01,42.425,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3686.29
1999-04-05,42.4,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3519.39
1999-04-06,42.65,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3569.47
1999-04-07,42.65,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3586.8
1999-04-08,42.65,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3538.17
1999-04-09,42.705,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3441.19
1999-04-12,42.67,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3463.77
1999-04-13,42.775,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3464.52
1999-04-15,42.8,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3357.12
1999-04-16,42.7,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3572.91
1999-04-19,42.85,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3451.43
1999-04-20,42.775,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3443.99
1999-04-21,42.8,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3464.54
1999-04-22,42.8,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3408.74
1999-04-23,42.8,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3406.59
1999-04-26,42.8,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3245.27
1999-04-28,42.8,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3272.71
1999-04-29,42.81,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3325.69
1999-05-03,42.75,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3378.4
1999-05-04,42.755,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3502.95
1999-05-05,42.725,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3557.07
1999-05-06,42.76,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3648.86
1999-05-07,42.725,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3707.75
1999-05-10,42.725,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3820.25
1999-05-11,42.7,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3900.49
1999-05-12,42.725,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3876.89
1999-05-13,42.725,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4014.68
1999-05-14,42.78,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4075.47
1999-05-17,42.725,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4039.39
1999-05-18,42.725,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4085.11
1999-05-19,42.725,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4123.58
1999-05-20,42.725,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4079.45
1999-05-21,42.725,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4015.75
1999-05-24,42.725,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4028.98
1999-05-25,42.725,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4060.08
1999-05-26,42.85,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3973.3
1999-05-27,43.225,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3862.45
1999-05-28,43.05,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3773.32
1999-05-31,42.85,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3963.56
1999-06-01,42.945,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3912.0
1999-06-02,42.925,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3935.82
1999-06-03,42.925,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3976.88
1999-06-04,42.935,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4042.52
1999-06-07,42.975,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4035.32
1999-06-08,42.975,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4066.82
1999-06-09,43.06,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4041.89
1999-06-10,43.01,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4056.47
1999-06-11,43.055,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3969.36
1999-06-14,43.175,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3950.96
1999-06-15,43.325,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,3901.73
1999-06-16,43.125,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4021.4
1999-06-17,43.155,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4125.25
1999-06-18,43.145,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4109.89
1999-06-21,43.185,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4210.36
1999-06-22,43.2,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4254.86
1999-06-23,43.23,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4157.13
1999-06-24,43.345,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4119.73
1999-06-25,43.345,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4111.77
1999-06-28,43.375,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4158.67
1999-06-29,43.4,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4170.83
1999-06-30,43.38,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4140.73
1999-07-01,43.385,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4144.52
1999-07-02,43.385,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4194.55
1999-07-05,43.245,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4306.4
1999-07-06,43.3,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4332.7
1999-07-07,43.355,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4321.51
1999-07-08,43.425,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4326.41
1999-07-09,43.3,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4362.87
1999-07-12,43.2,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4585.63
1999-07-13,43.235,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4615.2
1999-07-14,43.25,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4710.25
1999-07-15,43.27,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4679.92
1999-07-16,43.265,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4639.94
1999-07-19,43.205,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4716.81
1999-07-20,43.21,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4617.82
1999-07-21,43.175,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4659.59
1999-07-22,43.25,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4728.78
1999-07-23,43.25,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4672.12
1999-07-26,43.285,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4625.4
1999-07-27,43.325,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4593.22
1999-07-28,43.33,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4598.18
1999-07-29,43.33,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4603.42
1999-07-30,43.35,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4542.34
1999-08-02,43.33,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4494.18
1999-08-03,43.375,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4527.3
1999-08-04,43.35,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4644.07
1999-08-05,43.4,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4601.19
1999-08-06,43.5,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4575.3
1999-08-09,43.425,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4639.2
1999-08-10,43.425,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4594.12
1999-08-11,43.45,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4553.63
1999-08-12,43.425,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4543.64
1999-08-13,43.43,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4487.87
1999-08-16,43.425,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4558.23
1999-08-17,43.44,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4621.0
1999-08-18,43.45,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4705.13
1999-08-19,43.49,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4630.06
1999-08-20,43.55,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4645.81
1999-08-23,43.535,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4729.78
1999-08-24,43.55,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4792.1
1999-08-25,43.5,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4718.73
1999-08-26,43.5,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4846.36
1999-08-27,43.48,8.845755559,4.66982038,9.191247322,0,1,10481.56,4234.0,19.35,4870.66
